Object ID,Código SIG,ID Tipo,Morada,Designação,Tipologia,MOBILIDADE_REDUZIDA,GlobalID,x,y
1,4904,4,Travessa da Laranjeira,Fontanário na Travessa da Laranjeira,Fontanário,,4b7937b7-dfad-487f-ae06-31ff38e9e4c8,-1018135.753807,4680210.99333471
2,4007,4,Rua Sam Levy(antigo Troço da Estrada de Caselas),Fontanário na Rua Sam Levy,Fontanário,,3b5e3e37-11cf-498c-a2a4-62a8d98e5998,-1025773.30211619,4681028.62445862
3,4703,4,Largo do Chafariz de Dentro,Reservatório do Chafariz de Dentro,Reservatório,,34c8919d-88f6-449a-8222-8337db6cf85b,-1016139.27457762,4680402.8812767
4,4905,4,Largo de Santo Antoninho,Fontanário no Largo de Santo Antoninho,Fontanário,,1c4f1dea-bad1-4f66-8161-4c61a4c654f8,-1018212.8811064,4680062.52733458
5,5002,4,Alameda Cardeal Cerejeira,Lago do Monumento ao 25 de Abril de 1974,Lago,,4636b523-5765-45ae-85a9-e6e09135b6dc,-1019072.78364094,4683122.77821261
6,5202,4,Travessa do Chafariz de El-Rei,Depósito do Chafariz d'El Rey,Reservatório,,48ff551d-3ae0-4088-86bd-290ab15cc778,-1016307.47896942,4680176.07103529
7,4510,4,Praça da Alegria,Lago do Jardim Alfredo Keil,Lago,,05c10929-fcb8-4ff5-99f1-39f3987190fb,-1018041.57704763,4681338.67566383
8,5301,4,Rua da Guia,Fontanário da Rua da Guia,Fontanário,,7e96f406-8b0a-4c11-8933-4963a1cc39d4,-1016775.11267829,4681067.27785381
9,5003,4,Parque Eduardo VII de Inglaterra,Lago da Estufa Fria,Lago,,447d649b-ecb4-4b6c-a08a-5887bdb7f05a,-1019112.114685,4682909.82749721
10,804,4,"Travessa de Francisco Rezende, Quinta da Fonte",Lago da Quinta da Fonte,Lago,,8f03ef14-48b3-4891-a3fb-257b5b00b12b,-1023539.52576901,4684888.00484163
11,4602,4,Rua do Arco a São Mamede,Chafariz da Rua do Arco a São Mamede,Chafariz,,de90b043-4ba6-4d39-bcb9-2cdc9019e32f,-1019057.07471058,4681230.88015564
12,906,4,Campo Grande,Lago 1 no Museu da Cidade,Lago,,556bc16c-7cbf-4cac-b737-8afec76fffe6,-1019361.96822785,4687069.95876589
13,5107,4,Largo Dr. Bernardino António Gomes (Pai),Chafariz do Largo Dr. Bernardino António Gomes (Pai),Chafariz,,0421ae93-e7ec-4f01-96e2-f943e03a10f4,-1015518.86264668,4681054.02295173
14,4903,4,Rua de Santa Catarina,Fontanário na Rua de Santa Catarina,Fontanário,,cef76d91-173f-4451-9497-82e7ba8b5c04,-1018434.18819881,4680173.49970498
15,4702,4,"Beco de São Miguel, Escadinhas de São Miguel",Chafariz das Escadinhas de São Miguel,Chafariz,,22393c64-f0c2-4f10-b877-c59372215a0f,-1016300.03091152,4680358.40375774
16,502,4,Largo do Ministro,Fontanário no Largo do Ministro,Fontanário,,bda4c668-d2da-4f16-8985-1347fe183913,-1019619.72276042,4690563.45573839
17,4604,4,Rua das Amoreiras,Reservatório da Mãe d'Água das Amoreiras,Reservatório,,bbb9e228-30a3-457e-a858-bb884e497870,-1019208.26087172,4681821.69460665
18,805,4,Estrada de Benfica,Chafariz das Garridas ou de Benfica,Chafariz,,cdb9a1a1-e69e-4055-97d9-c068f0646a2c,-1024247.45291145,4685989.92741745
19,5102,4,"Calçada do Forte, Rua dos Caminhos de Ferro",Bebedouro de Animais,Fontanário,,e30b5c1f-b958-4fb9-ba71-50a3a5ac8644,-1015681.28203501,4680716.53560487
20,5104,4,Telheiro de São Vicente,Fontanário no Jardim João Lopes,Fontanário,,047465b9-20a0-4804-a4a9-3da09e29574d,-1016130.30805749,4680973.04382716
21,4006,4,Rua do Gabarete,Fontanário da Rua do Gabarete,Fontanário,,9f5b3c47-45c7-4591-8c02-96e8df01d8be,-1025796.42099647,4681032.96528718
22,4706,4,"Largo de Santa Luzia, (Miradouro)",Chafariz do Miradouro de Santa Luzia,Chafariz,,18f16cbb-7d58-4330-8f48-096a84f980eb,-1016397.59586904,4680427.36541526
23,812,4,"Estrada da Circunvalação, Parque de Campismo de Monsanto",Lago na entrada do Parque de Campismo de Monsanto,Lago,,91854f90-0362-4be9-ab77-e4166bf5ca95,-1024982.89342521,4682323.38228825
24,4107,4,Alto Varejão,Chafariz do Alto do Varejão,Chafariz,,7f5e2c68-5b01-4690-a8c4-1c4867f37409,-1015242.31189193,4682157.62769864
25,809,4,Avenida do Colégio Militar,Lago na Avenida do Colégio Militar,Lago,,3685dd09-ed21-42b8-9312-e002a4780cad,-1023135.24610947,4685868.48593695
26,1028,4,Praça de Espanha,Lago do Parque Urbano Gonçalo Ribeiro Teles,Lago,,526c4fb3-c139-49ad-ac8e-76925517bfa1,-1019818.17553089,4684117.34950101
27,1024,4,Praça de Espanha,Poço Artístico Cristina Iglésias 1,Poço artístico,,c8422a2f-b8cd-491b-b371-386ef3bb166e,-1019403.59634219,4684164.46126094
28,1027,4,Praça de Espanha,Poço Artístico Cristina Iglésias 4,Poço artístico,,ebeb5bbc-0e65-42ab-b7ef-54b054d1e781,-1019926.14780436,4684140.01964059
29,1029,4,Praça de Espanha,Canal do Parque Urbano Gonçalo Ribeiro Teles,Canal,,cc612799-fdb3-43cb-aba9-ef3192ba99cb,-1019613.04379693,4684121.34131666
30,1026,4,Praça de Espanha,Poço Artístico Cristina Iglésias 3,Poço artístico,,ecbf24e0-8208-4287-b2e4-784e3a8dcf68,-1019687.48466993,4684073.42795157
31,1025,4,Praça de Espanha,Poço Artístico Cristina Iglésias 2,Poço artístico,,70c79666-e270-43ad-ad21-15bd1f344a07,-1019534.17508721,4684097.23824076
32,1030,4,Rua B do Bairro da Liberdade,Bebedouro junto ao Liberdade Futebol Clube,Bebedouro,NÃO,c3174afa-0414-461e-9e3d-30017d4f83e9,-1020736.07253449,4683684.3940792
33,254,4,Rua Pedro Calmon(antiga Rua Avelar Brotero),Bebedouro Junto à Escola Básica de Santo Amaro,Bebedouro,SIM,806fe808-917a-409f-be63-83b64ddbdae6,-1022459.1955616,4679315.26619679
34,4513,4,Rua Dom Pedro V,Bebedouro na Rua Dom Pedro V,Bebedouro,SIM,66dc38c2-6034-4c82-b06e-aeabb362c6d3,-1018086.60615584,4681023.93938152
35,33122,4,Rua do Bojador,Bebedouro junto ao MEO Arena ,Bebedouro,SIM,ae7b756a-2626-4235-a554-dd229241a0fb,-1012493.2317856,4688679.86067583
36,1033,4,Rua da Bela-Flor(antiga Rua A da Quinta da Bela-Flor à Cascalheira),Bebedouro 3 do Parque Urbano da Quinta da Bela Flor,Bebedouro,NÃO,8161bf65-3516-4296-ab41-849d19fbb46e,-1020822.0982985,4682363.23356054
37,1034,4,Rua da Bela-Flor(antiga Rua A da Quinta da Bela-Flor à Cascalheira),Bebedouro 4 do Parque Urbano da Quinta da Bela Flor,Bebedouro,NÃO,b619ff67-4c60-42c7-a880-22741529d1e7,-1020736.35416296,4682340.6541431
38,1032,4,Rua da Bela-Flor(antiga Rua A da Quinta da Bela-Flor à Cascalheira),Bebedouro 2 do Parque Urbano da Quinta da Bela Flor,Bebedouro,NÃO,96348740-8e03-4d71-883d-d715fa4345dd,-1020905.97513335,4682461.57995412
39,1031,4,Rua da Bela-Flor(antiga Rua A da Quinta da Bela-Flor à Cascalheira),Bebedouro 1 do Parque Urbano da Quinta da Bela Flor,Bebedouro,NÃO,c343c117-3c37-4256-933b-888966356903,-1020937.06715459,4682586.74716353
40,3238,4,Praça do Império,Bebedouro Junto ao Centro Cultural de Belém,Bebedouro,SIM,6c0e9c96-d300-4482-b07a-77bef7131f0a,-1024951.30349449,4678195.62688541
41,2318,4,Avenida de António José de Almeida,Bebedouro no Jardim Gomes de Amorim,Bebedouro,SIM,4a83de28-f427-475c-a86f-fce9a6d2a814,-1017723.01520951,4684211.95676809
42,4913,4,Rua de Santa Catarina,Bebedouro no Miradouro de Santa Catarina,Bebedouro,SIM,8801bdcc-5b46-4c12-a5bc-3e6346bb5278,-1018315.22813528,4680170.36380188
43,255,4,Rua da Junqueira,Bebedouro frente ao Hospital Egas Moniz,Bebedouro,SIM,411c9078-5cba-434a-bd9d-0515a14c0449,-1022782.103917,4678562.1776278
44,811,4,Alameda Padre Álvaro Proença,Lago na Alameda Padre Álvaro Proença,Lago,,e6258fb8-dc48-4658-a6aa-e3f473007d0f,-1024394.03235455,4685773.8376979
45,4603,4,"Praça das Amoreiras, Jardim Marcelino Mesquita",Lago do Jardim Marcelino Mesquita,Lago,,8ce0a316-ec95-40d9-ac15-ffea6641cf9e,-1019270.11013881,4681939.1017757
46,503,4,Largo do Terreiro,Fontanário no Largo do Terreiro,Fontanário,,0b88930c-f1f4-4976-8bb0-88c58164db61,-1019414.30752844,4690782.75300767
47,5105,4,Calçada do Cascão,Fontanário na Calçada do Cascão,Fontanário,,60bcba37-ffdf-41bc-b745-51842dde943e,-1015804.20029311,4680830.44434256
48,5101,4,"Largo de São Vicente, Arco Grande de Cima",Chafariz do Largo de São Vicente,Chafariz,,ee5297d4-ce3d-45fe-8bd6-f73393c34f87,-1016147.75724546,4680934.92601486
49,4106,4,Parada do Alto de São João,Lago 2 do Cemitério do Alto de São João,Lago,,3dd5fbf6-c19b-4dff-9ffb-e6bf5de9ac51,-1015144.09355765,4683070.54405162
50,4708,4,Rua da Judiaria,Chafariz da Rua da Judiaria,Chafariz,,61bc578f-5be9-4ca4-8265-9a2b4d2cb611,-1016290.03675265,4680237.3678565
51,601,4,"Largo do Intendente Pina Manique, Rua do Benformoso",Lago do Largo do Intendente Pina Manique,Lago,,c6a17edb-5b00-4df2-89e6-8c90e419c27d,-1016895.98476018,4681725.85052515
52,701,4,Rua Gualdim Pais,Chafariz da Rua Gualdim Pais,Chafariz,,e0634903-54eb-474c-8ad6-597845e58fc2,-1014796.45191149,4683072.1515329
53,2410,4,Travessa do Forte,Fontanário da Travessa do Forte,Fontanário,,c9677d67-48e4-4d42-8483-7ae5c8c84922,-1017184.32366079,4681824.36094144
54,5005,4,"Avenida de Sidónio Pais, Parque Eduardo VII de Inglaterra",Lago do Pau,Lago,,1cdc09e4-1a1d-4767-ad74-c161702fc28c,-1018684.99850232,4682784.62729585
55,4108,4,Travessa da Amorosa,Fontanário na Travessa da Amorosa,Fontanário,,ded29646-1522-4161-9e86-7d460f9752e5,-1014715.09254615,4682562.02425021
56,5008,4,"Rua Marquês de Fronteira, Jardim Amália Rodrigues",Queda de Água do Jardim Amália Rodrigues,Queda de água,,4e3af919-584e-4dcf-9de4-d83338c8935b,-1019201.12774578,4683229.31459007
57,3110,4,Praça Martim Moniz,Fonte 2 do Martim Moniz,Fonte,,c6a873a9-e076-4d79-8e57-bbf4b3b67c72,-1017036.97365444,4681107.83368607
58,3113,4,Praça Martim Moniz,Fonte 5 do Martim Moniz,Fonte,,f4fbd39a-767a-40a2-b519-ef9a6e05b45c,-1017075.06156367,4681011.41410341
59,3115,4,Praça Martim Moniz,Fonte 7 do Martim Moniz,Fonte,,447f9a2e-54b7-4b98-8234-b77ef7128f09,-1017094.8403591,4680959.50962197
60,232,4,Rua Feliciano de Sousa,Fontanário na Rua Feliciano de Sousa,Fontanário,,391608b1-73f4-4074-960c-f4da2e024557,-1021304.91786444,4679928.28899978
61,5007,4,"Rua Marquês de Fronteira, Jardim Amália Rodrigues",Lago Biológico do Jardim Amália Rodrigues,Lago,,4664def8-842a-47fe-86a7-4c156f606e15,-1019075.84731299,4683287.37805965
62,3934,4,Largo de Palma,Mina de água da Palma de Baixo,Mina,,d8430790-477a-499a-81d2-8dd60a1f9aeb,-1020533.22901633,4685582.61521103
63,229,4,Rua Leão de Oliveira,Bebedouro da Rua Leão de Oliveira,Bebedouro,NÃO,d2933378-bea1-441f-b7a9-f1ce4d71cf08,-1021756.1914057,4679646.51811947
64,231,4,Rua da Cruz a Alcântara,Fontanária na Rua da Cruz a Alcântara,Fontanário,,570e1f38-22c3-466e-8a19-a5c70aafe3f4,-1021341.37949684,4680151.30493392
65,228,4,Rua Filinto Elísio,Bebedouro na Rua Filinto Elísio,Bebedouro,NÃO,8044ef70-cebf-4f94-b033-aa454b855c02,-1022458.01609389,4679415.82467149
66,225,4,Estrada do Alvito,Bebedouro Exterior na Entrada do Parque Recreativo do Alvito,Bebedouro,NÃO,b7ba32f0-9f98-49d5-8f90-a0678a34def9,-1022547.82507471,4681564.18156978
67,842,4,Rua 2 do Cemitério de Benfica,Bica 13 no Cemitério de Benfica,Bica,,58b0d2cb-17ac-498e-aa73-44b559e10c50,-1024198.9555042,4687043.04344771
68,870,4,Rua Paulo Renato((antiga Rua 1 à Estrada de Benfica)),Jogos de água do Fonte Nova,Jogos de água,,854a5a49-f9f3-45ae-b100-3074ad67bed6,-1023054.42711719,4685665.25762843
69,3502,4,Rua Maria Pia,Fontanário da Meia Laranja,Fontanário,,80c85a56-b49b-4df4-8d3c-c5d3e90d1eb4,-1021104.52328033,4681100.66599745
70,3601,4,Beco do Loureiro,Fontanário no Beco do Loureiro,Fonte,,9d3268be-5a76-4959-af90-7a7475af77d2,-1016210.37775293,4680558.02949785
71,3313,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos",Lago 2 da Quinta Conde d'Arcos,Lago,,1d460136-ed2b-49c8-ad50-5c215fcdebc4,-1013947.24921404,4689077.32453301
72,3328,4,"Rossio dos Olivais, (Parque das Nações)",Espelho de Água Norte (1) do Rossio dos Olivais,Lago,,544dd784-0230-471c-bdff-7228c4a76446,-1012451.63746523,4688423.50292677
73,3312,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos",Fontanário da Quinta Conde d'Arcos,Fontanário,,2a931121-672b-42ef-880a-6d18c253eccb,-1013962.60429326,4689173.0394642
74,3319,4,Avenida Cidade de Luanda,Mina na Avenida Cidade de Luanda,Mina,,299209d4-a66a-494a-ae8c-5e3b5f2388d2,-1014157.35535822,4688416.27138716
75,3304,4,Praça do Aeroporto,Lago da Rotunda do Relógio,Lago,,2c663aa6-67a6-4c7b-9bd9-64291717fd7a,-1016296.56557928,4687774.98342846
76,3316,4,Avenida de Berlim,Poço dos Viveiros da Avenida de Berlim,Poço,,291afb44-2bd0-458a-9b01-df26f5ca6a05,-1015302.93223567,4688744.47601154
77,3912,4,Rua Carolina de Michaelis de Vasconcelos,Fontanário na Rua Carolina Michaelis de Vasconcelos,Fontanário,,591d019f-4dc8-40ee-a1cf-f701ed8ab256,-1022818.71134597,4685189.57230809
78,3341,4,"Cabeço das Rolas, (Parque das Nações)",Tanque (Reservatório) do Cabeço das Rolas,Tanque,,32cf392a-db74-46bb-a617-89940d410e67,-1012880.80553515,4687325.15002616
79,3314,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos",Lago 3 da Quinta Conde d'Arcos,Lago,,c35b7a80-5630-4332-982b-d551d7d06447,-1013990.2457663,4689058.45383529
80,3330,4,"Rossio dos Olivais, (Parque das Nações)",Espelho de Água Sul (3) do Rossio dos Olivais,Lago,,ad07d2ff-38ae-4586-a72c-4e5e1ddc715c,-1012253.23879096,4688410.81082615
81,3332,4,"Passeio das Tágides, (Parque das Nações)",Lago Coloane,Lago,,fd0c5dd2-c4b7-4d32-aca9-72cc1adbd05c,-1012131.92114443,4688791.05075208
82,4403,4,Largo de Dona Estefânia,Fonte Neptuno,Fonte,,000651e0-d473-42a4-be7e-984fcb25751f,-1017557.48473263,4683306.33503958
83,3344,4,Rua Comandante Cousteau,Lago do Braço de Mar,Lago,,486f9fcb-b3e4-498c-9a63-06e5d8d56baf,-1012193.26754134,4689730.61788512
84,3342,4,"Cabeço das Rolas, (Parque das Nações)",Repuxos do Cabeço das Rolas,Lago,,65664f27-e43d-4bca-95ba-3ae9ef2be974,-1012810.38083101,4687395.84720169
85,3326,4,"Passeio de Ulisses, (Parque das Nações)",Cascata do Passeio de Ulisses,Queda de água,,68f706f0-c768-420e-ac1b-1d650d98c753,-1012313.58899355,4687563.60442317
86,4201,4,Largo Frei Heitor Pinto,Lago com Repuxo no Largo Frei Heitor Pinto,Lago,,1ec87e70-fa60-4f5d-a7a5-7b6d3ea721b4,-1017299.91728951,4686622.21696
87,3801,4,Largo dos Trigueiros,Fontanário do Largo dos Trigueiros,Fontanário,,2b9efdf5-3923-4853-9045-7610cf3381a4,-1016989.17835987,4680774.07513412
88,3216,4,Avenida de Brasília,Espelho de Água de Belém,Lago,,da351ade-4ce4-4b8d-ae84-2b1ce199198f,-1024916.67968431,4677919.97145297
89,3338,4,"Alameda dos Oceanos, (Parque das Nações)",Fonte Continuum D,Fonte,,15a65fcc-2ead-452a-95c8-c24001b52878,-1012518.62134014,4688699.18952714
90,3909,4,"Estrada de Benfica, Jardim do Beau Séjour",Lago Poente do Jardim do Beau Séjour,Lago,,9261e135-428d-4581-9d4d-f3449010aac3,-1022275.66453804,4685431.33577757
91,3322,4,Rua Cidade de Lobito,Lago no Palácio do Contador-Mor,Lago,,066cfa67-a628-4214-8dad-51dc3c456c76,-1014447.98789315,4687836.95290541
92,3324,4,"Passeio de Ulisses, (Parque das Nações)",Fonte do Passeio de Ulisses,Fonte,,cb11c073-12f1-4f41-a0e3-2b6fa0fd6ff6,-1012536.22317085,4687577.92738692
93,3602,4,"Beco do Carneiro, (Escadinhas de Santo Estêvão)",Fonte Ornamental do Beco do Carneiro,Fonte,,950cb4ac-b442-46ba-8528-ffb0f078c22f,-1016078.39223127,4680515.86715253
94,3703,4,Largo Vitorino Damásio,Chafariz do Largo Vitorino Damásio,Chafariz,,58510e71-04c4-4a9b-833b-36b85e75d89e,-1018943.49966408,4679900.25222033
95,3504,4,Rua do Arco do Carvalhão,Chafariz na Rua do Arco do Carvalhão,Chafariz,,b72aa4fe-7783-4e2f-907f-22ad400e55ac,-1020823.52781472,4681727.20175431
96,3804,4,Calçada do Marquês de Tancos,Fontanário na Calçada do Marquês de Tancos,Fontanário,,816df5a1-20a3-45ff-8821-a3defd179116,-1016871.36886174,4680527.01194105
97,3315,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos",Lago 4 da Quinta Conde d'Arcos,Lago,,459809f9-7655-4099-b335-6a4beffbc363,-1014021.49450187,4689099.26521426
98,3335,4,"Alameda dos Oceanos, (Parque das Nações)",Fonte Continuum A,Fonte,,82042003-bab8-42bc-b00c-1f8275182f07,-1012577.94607213,4687769.30734499
99,3323,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos","Tanques 6, 7 e 8 da Quinta Conde d'Arcos",Tanque,,94d6a794-6cdb-4b20-8ccb-760e98a76523,-1014142.92071484,4689383.23523234
100,3343,4,"Rotunda dos Vice-reis, (Parque das Nações)",Bicas da Rotunda dos Vice-Reis,Chafariz,,085ac9e6-cd35-4b77-9a5e-699a76e33da8,-1012468.26572322,4689484.51880286
101,3346,4,"Cais Português, (Oceanário)",Espelho de Água,Lago,,c19d4de6-4d04-4ba7-9e50-ec2d47f97066,-1012275.71127201,4688060.5560047
102,3362,4,"Passeio de Ulisses, (Parque das Nações)",Lago Hidráulico no Passeio de Ulisses,Lago,,2e2f8866-6aef-46b6-85fe-7ff462e4844b,-1012230.23524068,4687558.39674327
103,3345,4,"Passeio dos Jacarandás, (Parque das Nações)",Lago dos 69 Homens de Bessines,Lago,,5385cc00-69c8-4bfc-992e-a217035f5473,-1012367.45255222,4690220.59156592
104,3309,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos",Tanque 4 da Quinta Conde d'Arcos,Tanque,,292e3e28-46eb-4797-b20f-44d21592bcd7,-1013927.64985845,4689153.3675102
105,3308,4,"Avenida Dr. Francisco Luís Gomes, Quinta Conde d'Arcos",Tanque 3 da Quinta Conde d'Arcos,Tanque,,f2ea3f3e-30bc-42dc-abb3-a093c14ea4c6,-1014148.10503138,4689429.56377446
106,3217,4,Avenida de Brasília,Lago do Museu de Arte Popular,Lago,,4c90f4d8-2694-4ad1-86f3-6ae1d6113e23,-1025136.43206896,4677867.47062204
107,3501,4,"Rua Tomás de Anunciação, Jardim Teófilo de Braga ou da Parada",Lago do Jardim Teófilo de Braga ou da Parada,Lago,,6c2260b8-bc45-4907-a713-1f6e3323f18d,-1020268.1348743,4681342.83314443
108,4105,4,Parada do Alto de São João,Lago 1 do Cemitério do Alto de São João,Lago,,32af483a-cf26-4ad2-8f0a-4745bc43c424,-1015215.54530163,4682911.40344244
109,3002,4,Travessa de Santa Quitéria,Chafariz da Travessa de Santa Quitéria,Chafariz,,e66d4e26-06e7-4589-9e3b-4107d389e22c,-1019390.50569383,4681270.65452424
110,3903,4,Parque Florestal de Monsanto,Lago Pequeno do Parque Florestal de Monsanto,Lago,,ea864dc7-3c9d-4c02-a3d1-fc3596d51a3c,-1022277.56882721,4684384.56150738
111,1888,4,Alameda das Linhas de Torres,Bebedouro 1 na Quinta das Conchas,Bebedouro,NÃO,63787dfb-ba89-4ff3-a44e-46ab60ac13a4,-1019075.38415379,4688743.27018656
112,1891,4,Alameda das Linhas de Torres,Bebedouro 1 Quinta dos Lilases,Bebedouro,NÃO,223b3186-30de-4a8c-a961-ce8df78aa8f1,-1019286.81705385,4688960.13671274
113,1114,4,Rua do Rio Zêzere(antiga Rua 7A do Bairro Padre Cruz),Fontanário 3 Cemitério de Carnide,Fontanário,,386635bd-f639-42b4-978d-5f2372d51efa,-1022469.22569455,4689248.30928318
114,1115,4,Rua do Rio Zêzere(antiga Rua 7A do Bairro Padre Cruz),Fontanário 4 Cemitério de Carnide,Fontanário,,611c5e40-1a2e-4d7c-bb09-aee86db95fe3,-1022376.1535979,4689322.97579558
115,1116,4,Rua do Rio Zêzere(antiga Rua 7A do Bairro Padre Cruz),Fontanário 5 Cemitério de Carnide,Fontanário,,4a81d217-a014-41e7-aab0-245e82fb9d3d,-1022738.61150173,4689407.54555918
116,1118,4,Rua do Rio Zêzere(antiga Rua 7A do Bairro Padre Cruz),Fontanário 7 Cemitério de Carnide,Fontanário,,b7144b45-f35a-4a07-a436-e8b74b5151d0,-1022654.90201844,4689530.93223181
117,1119,4,Rua do Rio Zêzere(antiga Rua 7A do Bairro Padre Cruz),Bica 1 Cemitério de Carnide,Bica,,3dc00cce-408b-4dfe-bdcd-15e560f7885a,-1022550.90117889,4689351.06278758
118,1123,4,Rua do Rio Zêzere(antiga Rua 7A do Bairro Padre Cruz),Bica 5 Cemitério de Carnide,Bica,,b766f910-e9a0-4126-932c-8b3f076400a8,-1022651.01951695,4689246.09441156
119,802,4,"Caminho Pedreiras, Parque Recreativo da Serafina",Chapinheiro do Parque Recreativo do Alto da Serafina,Lago,,b5009650-159c-49e8-b330-6f0d418d448b,-1021705.61663566,4683642.34605414
120,5204,4,Largo Júlio Pereira,Mãe d'Água do Chafariz d'El Rey,Reservatório,,3c6539d2-d81c-4673-9cff-1a09701c9d0e,-1016340.85973734,4680198.32736687
121,5004,4,"Avenida de Sidónio Pais, Parque Eduardo VII de Inglaterra",Lago do Botequim do Rei,Lago,,7e7ac2d4-8c3a-44a2-96ba-4bce48b89042,-1018913.97800855,4683117.19816552
122,703,4,"Vila Dias(Beco dos Toucinheiros, 12-B)",Fontanário na Vila Dias,Fontanário,,ce57868d-0562-4f77-ae61-55508ac37ded,-1014440.62278799,4682706.06976765
123,5106,4,Rua de Entre Muros do Mirante,Fontanário na Rua de Entre Muros do Mirante,Fontanário,,439ada2c-d771-416b-b6d4-33b24f571e63,-1015833.94246503,4681206.9663986
124,704,4,Travessa da Ilha do Grilo,Chafariz na Travessa da Ilha do Grilo,Chafariz,,18d32ff1-3e79-4eec-99a5-77b2884cdd0f,-1014131.86245822,4683166.57371174
125,4102,4,Avenida Afonso III,Chafariz da Avenida Afonso III,Chafariz,,c23719ae-c82b-4ca2-bbad-223692d800e2,-1014954.8732734,4682299.78074764
126,4505,4,Avenida da Liberdade,Lago Pequeno da Avenida da Liberdade,Lago,,a61fd66f-37ff-4689-b05b-404a04ddd99b,-1017776.36134905,4681176.07181596
127,5302,4,"Rua do Benformoso, Rua do Terreirinho",Fontanário da Rua do Benformoso ou da Rua do Terreirinho,Fontanário,,d6a38aba-6269-4fbc-8cf0-2e99ea25fa36,-1016886.33990766,4681319.95162405
128,702,4,Rua de Xabregas,Fontanário na Rua de Xabregas,Fontanário,,42906353-00df-4cd2-8591-f0cc925815e5,-1014424.9024224,4682504.00159466
129,4301,4,Praça de Londres,Tanque da Praça de Londres,Tanque,,8caac435-a6ea-424c-90e0-6fd424bd3501,-1017310.89514047,4684682.10833635
130,3915,4,"Estrada de Benfica, Jardim do Beau Séjour",Poço do Jardim do Beau Séjour,Poço,,8b13475b-a2b5-41fd-a0fa-4c552d389374,-1022144.49187944,4685422.67060144
131,4503,4,"Rua Júlio de Andrade, Jardim do Torel",Lago do Jardim do Torel,Lago,,166ef95f-71ec-4991-b92b-e932ace0c375,-1017628.42885204,4681482.21664981
132,4001,4,Rua Tristão Vaz,Chapinheiro do Parque Recreativo dos Moinhos de Santana,Lago,,72fa4b02-d8c4-4231-8974-324ee1f200a6,-1024704.48080286,4680044.99212766
133,5201,4,Rua do Cais de Santarém,Chafariz d'El Rey,Chafariz,,257a6032-03c1-43cc-b54c-9a57f14f9974,-1016287.64079092,4680177.16577846
134,808,4,"Estrada dos Arneiros, Eucaliptal de Benfica",Lago do Eucaliptal de Benfica,Lago,,7d02dca0-227c-4dde-9ff3-e6a2b32e67b2,-1024108.23664387,4686675.57424329
135,403,4,Largo Machado de Assis,Lago no Largo Machado de Assis,Lago,,aa57a3b1-7bd4-4f72-9857-9f1f70467a8b,-1017417.50421403,4685514.44313336
136,4103,4,"Rua Quatro de Agosto, Rua Sabino de Sousa",Chafariz do Alto do Pina,Chafariz,,d53f2554-3ba1-44d2-af87-474bceeab59a,-1016128.7334298,4683687.48413841
137,4302,4,Praça Afrânio Peixoto,Tanque da Praça Afrânio Peixoto,Tanque,,49e6edb0-1289-4e1d-813c-0559989c4691,-1017043.76126706,4685187.07515128
138,5205,4,Largo de São Rafael,Chafariz do Largo de São Rafael,Chafariz,,edaf640f-e07c-4bfd-93de-9d675d41a65f,-1016273.62942642,4680275.27816265
139,901,4,"Campo Grande, Jardim do Campo Grande",Lago dos Barcos do Jardim do Campo Grande,Lago,,b202083e-c985-4e07-be78-0df204540ab8,-1018947.83316612,4686807.67206819
140,4601,4,Largo do Rato,Chafariz do Rato,Chafariz,,e6231099-ebbd-49af-b454-11815ffc4ee9,-1019025.80309626,4681634.34452019
141,5006,4,"Rua Marquês de Fronteira, Jardim Amália Rodrigues",Espelho de Água do Jardim Amália Rodrigues,Lago,,581e347b-17b2-4918-9f23-bf101375cfdf,-1019079.40300813,4683323.9046625
142,501,4,Alameda António Sérgio(antigo Impasse 1 e 2 da Quinta de Santa Clara),Lago da Quinta de Santa Clara,Lago,,de6ecdaf-a855-42e7-aa23-8d80d9f0f2d2,-1019868.31063895,4690244.57015757
143,4101,4,Largo de Santos o Novo,Chafariz de Santos-o-Novo,Chafariz,,1cf45ac6-8efd-4a36-8cc6-87715d16c00b,-1014957.90168639,4681885.06740961
144,4709,4,Largo das Alcaçarias,Reservatório das Alcaçarias,Reservatório,,7cfc42a8-2ffc-48a1-8252-80ca1000610e,-1016226.12566036,4680310.52561992
145,902,4,"Campo Grande, Jardim do Campo Grande",Lago do Jardim do Campo Grande,Lago,,1b0930e6-192a-4577-8850-a459f8cae092,-1018621.42244204,4686209.68011791
146,5103,4,Rua da Verónica,Reservatório da Verónica,Reservatório,,59d1cd59-5787-422d-b608-74bfb7650c9b,-1015960.08200214,4681150.34796746
147,5203,4,Rua Afonso de Albuquerque,Reservatório da Rua Afonso de Albuquerque,Reservatório,,379ab609-3012-44ca-b278-76fcadd767a2,-1016592.07084462,4680093.90623137
